campaign_id,client_id,client_name,platform,report_date,attribution_window,spend_eur,impressions,clicks,conversions,cpm,ctr,cvr,cpc,cpa,revenue_eur,roas
117,15,Client_15,Meta Ads,2024-02-13,1d_click,859.18,136107,2999,104,6.31,2.2,3.47,0.29,8.26,20121.44,23.42
117,15,Client_15,Meta Ads,2024-02-13,1d_view,859.18,136107,899,53,6.31,0.66,5.9,0.96,16.21,8685.41,10.11
117,15,Client_15,Meta Ads,2024-02-13,28d_click,859.18,136107,2999,141,6.31,2.2,4.7,0.29,6.09,339755.74,395.44
117,15,Client_15,Meta Ads,2024-02-13,7d_click,859.18,136107,2999,128,6.31,2.2,4.27,0.29,6.71,17085.27,19.89
117,15,Client_15,Meta Ads,2024-02-13,7d_view,859.18,136107,899,79,6.31,0.66,8.79,0.96,10.88,10161.66,11.83
29,1,Client_1,Meta Ads,2024-02-14,1d_click,805.57,71591,860,33,11.25,1.2,3.84,0.94,24.41,6057.49,7.52
29,1,Client_1,Meta Ads,2024-02-14,1d_view,805.57,71591,258,16,11.25,0.36,6.2,3.12,50.35,2131.85,2.65
29,1,Client_1,Meta Ads,2024-02-14,28d_click,805.57,71591,860,56,11.25,1.2,6.51,0.94,14.39,3047.51,3.78
29,1,Client_1,Meta Ads,2024-02-14,7d_click,805.57,71591,860,41,11.25,1.2,4.77,0.94,19.65,271347.51,336.84
29,1,Client_1,Meta Ads,2024-02-14,7d_view,805.57,71591,258,28,11.25,0.36,10.85,3.12,28.77,2576.81,3.2
49,1,Client_1,Meta Ads,2024-02-14,1d_click,930.02,68174,1697,35,13.64,2.49,2.06,0.55,26.57,5431.01,5.84
49,1,Client_1,Meta Ads,2024-02-14,1d_view,930.02,68174,509,17,13.64,0.75,3.34,1.83,54.71,3381.01,3.64
49,1,Client_1,Meta Ads,2024-02-14,28d_click,930.02,68174,1697,48,13.64,2.49,2.83,0.55,19.38,3704.56,3.98
49,1,Client_1,Meta Ads,2024-02-14,7d_click,930.02,68174,1697,47,13.64,2.49,2.77,0.55,19.79,5891.45,6.33
49,1,Client_1,Meta Ads,2024-02-14,7d_view,930.02,68174,509,28,13.64,0.75,5.5,1.83,33.21,3883.02,4.18
74,1,Client_1,Meta Ads,2024-02-14,1d_click,791.86,71971,638,25,11.0,0.89,3.92,1.24,31.67,2130.63,2.69
74,1,Client_1,Meta Ads,2024-02-14,1d_view,791.86,71971,191,9,11.0,0.27,4.71,4.15,87.98,893.59,1.13
74,1,Client_1,Meta Ads,2024-02-14,28d_click,791.86,71971,638,40,11.0,0.89,6.27,1.24,19.8,5364.53,6.77
74,1,Client_1,Meta Ads,2024-02-14,7d_click,791.86,71971,638,29,11.0,0.89,4.55,1.24,27.31,5753.36,7.27
74,1,Client_1,Meta Ads,2024-02-14,7d_view,791.86,71971,191,13,11.0,0.27,6.81,4.15,60.91,1712.87,2.16
75,1,Client_1,Meta Ads,2024-02-14,1d_click,782.68,80124,1173,22,9.77,1.46,1.88,0.67,35.58,2703.48,3.45
75,1,Client_1,Meta Ads,2024-02-14,1d_view,782.68,80124,351,6,9.77,0.44,1.71,2.23,130.45,758.73,0.97
75,1,Client_1,Meta Ads,2024-02-14,28d_click,782.68,80124,1173,38,9.77,1.46,3.24,0.67,20.6,7306.54,9.34
75,1,Client_1,Meta Ads,2024-02-14,7d_click,782.68,80124,1173,25,9.77,1.46,2.13,0.67,31.31,2070.77,2.65
75,1,Client_1,Meta Ads,2024-02-14,7d_view,782.68,80124,351,13,9.77,0.44,3.7,2.23,60.21,2471.25,3.16
94,1,Client_1,Meta Ads,2024-02-14,1d_click,955.05,84053,2036,57,11.36,2.42,2.8,0.47,16.76,9176.19,9.61
94,1,Client_1,Meta Ads,2024-02-14,1d_view,955.05,84053,610,33,11.36,0.73,5.41,1.57,28.94,2838.51,2.97
94,1,Client_1,Meta Ads,2024-02-14,28d_click,955.05,84053,2036,102,11.36,2.42,5.01,0.47,9.36,7357.04,7.7
94,1,Client_1,Meta Ads,2024-02-14,7d_click,955.05,84053,2036,71,11.36,2.42,3.49,0.47,13.45,13457.75,14.09
94,1,Client_1,Meta Ads,2024-02-14,7d_view,955.05,84053,610,42,11.36,0.73,6.89,1.57,22.74,4060.15,4.25
100,1,Client_1,Meta Ads,2024-02-14,1d_click,865.32,77339,1587,34,11.19,2.05,2.14,0.55,25.45,6114.02,7.07
100,1,Client_1,Meta Ads,2024-02-14,1d_view,865.32,77339,476,15,11.19,0.62,3.15,1.82,57.69,1755.93,2.03
100,1,Client_1,Meta Ads,2024-02-14,28d_click,865.32,77339,1587,61,11.19,2.05,3.84,0.55,14.19,11517.91,13.31
100,1,Client_1,Meta Ads,2024-02-14,7d_click,865.32,77339,1587,46,11.19,2.05,2.9,0.55,18.81,2400.53,2.77
100,1,Client_1,Meta Ads,2024-02-14,7d_view,865.32,77339,476,22,11.19,0.62,4.62,1.82,39.33,2322.84,2.68
117,15,Client_15,Meta Ads,2024-02-14,1d_click,708.76,49680,411,6,14.27,0.83,1.46,1.72,118.13,1148.9,1.62
117,15,Client_15,Meta Ads,2024-02-14,1d_view,708.76,49680,123,2,14.27,0.25,1.63,5.76,354.38,296609.6,418.49
117,15,Client_15,Meta Ads,2024-02-14,28d_click,708.76,49680,411,8,14.27,0.83,1.95,1.72,88.6,492.64,0.7
117,15,Client_15,Meta Ads,2024-02-14,7d_click,708.76,49680,411,8,14.27,0.83,1.95,1.72,88.6,691.1,0.98
117,15,Client_15,Meta Ads,2024-02-14,7d_view,708.76,49680,123,5,14.27,0.25,4.07,5.76,141.75,819.29,1.16
29,1,Client_1,Meta Ads,2024-02-15,1d_click,745.51,53358,1022,17,13.97,1.92,1.66,0.73,43.85,1429.94,1.92
29,1,Client_1,Meta Ads,2024-02-15,1d_view,745.51,53358,306,8,13.97,0.57,2.61,2.44,93.19,1564.64,2.1
29,1,Client_1,Meta Ads,2024-02-15,28d_click,745.51,53358,1022,30,13.97,1.92,2.94,0.73,24.85,2187.37,2.93
29,1,Client_1,Meta Ads,2024-02-15,7d_click,745.51,53358,1022,20,13.97,1.92,1.96,0.73,37.28,1721.08,2.31
29,1,Client_1,Meta Ads,2024-02-15,7d_view,745.51,53358,306,12,13.97,0.57,3.92,2.44,62.13,2237.52,3.0
49,1,Client_1,Meta Ads,2024-02-15,1d_click,890.34,122067,1251,19,7.29,1.02,1.52,0.71,46.86,287783.9,323.23
49,1,Client_1,Meta Ads,2024-02-15,1d_view,890.34,122067,375,8,7.29,0.31,2.13,2.37,111.29,767.74,0.86
49,1,Client_1,Meta Ads,2024-02-15,28d_click,890.34,122067,1251,33,7.29,1.02,2.64,0.71,26.98,3666.12,4.12
49,1,Client_1,Meta Ads,2024-02-15,7d_click,890.34,122067,1251,26,7.29,1.02,2.08,0.71,34.24,245432.35,275.66
49,1,Client_1,Meta Ads,2024-02-15,7d_view,890.34,122067,375,14,7.29,0.31,3.73,2.37,63.6,2029.95,2.28
74,1,Client_1,Meta Ads,2024-02-15,1d_click,760.08,64136,599,18,11.85,0.93,3.01,1.27,42.23,1597.12,2.1
74,1,Client_1,Meta Ads,2024-02-15,1d_view,760.08,64136,179,6,11.85,0.28,3.35,4.25,126.68,674.02,0.89
74,1,Client_1,Meta Ads,2024-02-15,28d_click,760.08,64136,599,23,11.85,0.93,3.84,1.27,33.05,3467.75,4.56
74,1,Client_1,Meta Ads,2024-02-15,7d_click,760.08,64136,599,24,11.85,0.93,4.01,1.27,31.67,3566.85,4.69
74,1,Client_1,Meta Ads,2024-02-15,7d_view,760.08,64136,179,14,11.85,0.28,7.82,4.25,54.29,2602.5,3.42
75,1,Client_1,Meta Ads,2024-02-15,1d_click,732.95,60016,1012,32,12.21,1.69,3.16,0.72,22.9,1697.44,2.32
75,1,Client_1,Meta Ads,2024-02-15,1d_view,732.95,60016,303,17,12.21,0.5,5.61,2.42,43.11,1465.13,2.0
75,1,Client_1,Meta Ads,2024-02-15,28d_click,732.95,60016,1012,52,12.21,1.69,5.14,0.72,14.1,9501.51,12.96
75,1,Client_1,Meta Ads,2024-02-15,7d_click,732.95,60016,1012,37,12.21,1.69,3.66,0.72,19.81,4997.72,6.82
75,1,Client_1,Meta Ads,2024-02-15,7d_view,732.95,60016,303,25,12.21,0.5,8.25,2.42,29.32,2310.55,3.15
94,1,Client_1,Meta Ads,2024-02-15,1d_click,946.2,161844,2947,94,5.85,1.82,3.19,0.32,10.07,6589.09,6.96
94,1,Client_1,Meta Ads,2024-02-15,1d_view,946.2,161844,884,37,5.85,0.55,4.19,1.07,25.57,7107.15,7.51
94,1,Client_1,Meta Ads,2024-02-15,28d_click,946.2,161844,2947,131,5.85,1.82,4.45,0.32,7.22,25990.21,27.47
94,1,Client_1,Meta Ads,2024-02-15,7d_click,946.2,161844,2947,110,5.85,1.82,3.73,0.32,8.6,21433.95,22.65
94,1,Client_1,Meta Ads,2024-02-15,7d_view,946.2,161844,884,56,5.85,0.55,6.33,1.07,16.9,10982.51,11.61
100,1,Client_1,Meta Ads,2024-02-15,1d_click,703.82,140585,1234,29,5.01,0.88,2.35,0.57,24.27,4836.71,6.87
100,1,Client_1,Meta Ads,2024-02-15,1d_view,703.82,140585,370,9,5.01,0.26,2.43,1.9,78.2,1680.07,2.39
100,1,Client_1,Meta Ads,2024-02-15,28d_click,703.82,140585,1234,47,5.01,0.88,3.81,0.57,14.97,3783.31,5.38
100,1,Client_1,Meta Ads,2024-02-15,7d_click,703.82,140585,1234,35,5.01,0.88,2.84,0.57,20.11,3618.43,5.14
100,1,Client_1,Meta Ads,2024-02-15,7d_view,703.82,140585,370,24,5.01,0.26,6.49,1.9,29.33,4621.14,6.57
117,15,Client_15,Meta Ads,2024-02-15,1d_click,935.99,92623,2168,82,10.11,2.34,3.78,0.43,11.41,13113.0,14.01
117,15,Client_15,Meta Ads,2024-02-15,1d_view,935.99,92623,650,34,10.11,0.7,5.23,1.44,27.53,2593.96,2.77
117,15,Client_15,Meta Ads,2024-02-15,28d_click,935.99,92623,2168,125,10.11,2.34,5.77,0.43,7.49,16573.8,17.71
117,15,Client_15,Meta Ads,2024-02-15,7d_click,935.99,92623,2168,96,10.11,2.34,4.43,0.43,9.75,13854.84,14.8
117,15,Client_15,Meta Ads,2024-02-15,7d_view,935.99,92623,650,55,10.11,0.7,8.46,1.44,17.02,8042.87,8.59
29,1,Client_1,Meta Ads,2024-02-16,1d_click,798.79,76641,882,16,10.42,1.15,1.81,0.91,49.92,2492.33,3.12
29,1,Client_1,Meta Ads,2024-02-16,1d_view,798.79,76641,264,8,10.42,0.34,3.03,3.03,99.85,244949.67,306.65
29,1,Client_1,Meta Ads,2024-02-16,28d_click,798.79,76641,882,27,10.42,1.15,3.06,0.91,29.58,1897.77,2.38
29,1,Client_1,Meta Ads,2024-02-16,7d_click,798.79,76641,882,20,10.42,1.15,2.27,0.91,39.94,2571.42,3.22
29,1,Client_1,Meta Ads,2024-02-16,7d_view,798.79,76641,264,9,10.42,0.34,3.41,3.03,88.75,1767.3,2.21
42,1,Client_1,Meta Ads,2024-02-16,1d_click,938.47,135679,1957,47,6.92,1.44,2.4,0.48,19.97,6693.0,7.13
42,1,Client_1,Meta Ads,2024-02-16,1d_view,938.47,135679,587,17,6.92,0.43,2.9,1.6,55.2,2863.45,3.05
42,1,Client_1,Meta Ads,2024-02-16,28d_click,938.47,135679,1957,84,6.92,1.44,4.29,0.48,11.17,10946.9,11.66
42,1,Client_1,Meta Ads,2024-02-16,7d_click,938.47,135679,1957,60,6.92,1.44,3.07,0.48,15.64,4701.92,5.01
42,1,Client_1,Meta Ads,2024-02-16,7d_view,938.47,135679,587,24,6.92,0.43,4.09,1.6,39.1,2379.65,2.54
49,1,Client_1,Meta Ads,2024-02-16,1d_click,769.43,92017,1485,41,8.36,1.61,2.76,0.52,18.77,4208.8,5.47
49,1,Client_1,Meta Ads,2024-02-16,1d_view,769.43,92017,445,15,8.36,0.48,3.37,1.73,51.3,857.0,1.11
49,1,Client_1,Meta Ads,2024-02-16,28d_click,769.43,92017,1485,59,8.36,1.61,3.97,0.52,13.04,5780.59,7.51
49,1,Client_1,Meta Ads,2024-02-16,7d_click,769.43,92017,1485,53,8.36,1.61,3.57,0.52,14.52,5973.69,7.76
49,1,Client_1,Meta Ads,2024-02-16,7d_view,769.43,92017,445,25,8.36,0.48,5.62,1.73,30.78,1403.33,1.82
52,1,Client_1,Meta Ads,2024-02-16,1d_click,920.25,62035,1165,40,14.83,1.88,3.43,0.79,23.01,7042.74,7.65
52,1,Client_1,Meta Ads,2024-02-16,1d_view,920.25,62035,349,14,14.83,0.56,4.01,2.64,65.73,1494.02,1.62
52,1,Client_1,Meta Ads,2024-02-16,28d_click,920.25,62035,1165,65,14.83,1.88,5.58,0.79,14.16,11119.2,12.08
52,1,Client_1,Meta Ads,2024-02-16,7d_click,920.25,62035,1165,46,14.83,1.88,3.95,0.79,20.01,7311.56,7.95
52,1,Client_1,Meta Ads,2024-02-16,7d_view,920.25,62035,349,23,14.83,0.56,6.59,2.64,40.01,2048.66,2.23
74,1,Client_1,Meta Ads,2024-02-16,1d_click,761.23,114658,1107,42,6.64,0.97,3.79,0.69,18.12,8291.73,10.89
74,1,Client_1,Meta Ads,2024-02-16,1d_view,761.23,114658,332,19,6.64,0.29,5.72,2.29,40.06,959.49,1.26
74,1,Client_1,Meta Ads,2024-02-16,28d_click,761.23,114658,1107,65,6.64,0.97,5.87,0.69,11.71,11567.05,15.2
74,1,Client_1,Meta Ads,2024-02-16,7d_click,761.23,114658,1107,50,6.64,0.97,4.52,0.69,15.22,9049.16,11.89
74,1,Client_1,Meta Ads,2024-02-16,7d_view,761.23,114658,332,22,6.64,0.29,6.63,2.29,34.6,1890.52,2.48
75,1,Client_1,Meta Ads,2024-02-16,1d_click,942.91,74969,1451,41,12.58,1.94,2.83,0.65,23.0,5106.78,5.42
75,1,Client_1,Meta Ads,2024-02-16,1d_view,942.91,74969,435,18,12.58,0.58,4.14,2.17,52.38,952.84,1.01
75,1,Client_1,Meta Ads,2024-02-16,28d_click,942.91,74969,1451,69,12.58,1.94,4.76,0.65,13.67,4993.15,5.3
75,1,Client_1,Meta Ads,2024-02-16,7d_click,942.91,74969,1451,52,12.58,1.94,3.58,0.65,18.13,6720.96,7.13
75,1,Client_1,Meta Ads,2024-02-16,7d_view,942.91,74969,435,23,12.58,0.58,5.29,2.17,41.0,194478.01,206.25
94,1,Client_1,Meta Ads,2024-02-16,1d_click,756.0,87334,784,22,8.66,0.9,2.81,0.96,34.36,282519.93,373.7
94,1,Client_1,Meta Ads,2024-02-16,1d_view,756.0,87334,235,7,8.66,0.27,2.98,3.22,108.0,1226.18,1.62
94,1,Client_1,Meta Ads,2024-02-16,28d_click,756.0,87334,784,31,8.66,0.9,3.95,0.96,24.39,297723.06,393.81
94,1,Client_1,Meta Ads,2024-02-16,7d_click,756.0,87334,784,25,8.66,0.9,3.19,0.96,30.24,2153.32,2.85
94,1,Client_1,Meta Ads,2024-02-16,7d_view,756.0,87334,235,18,8.66,0.27,7.66,3.22,42.0,3190.52,4.22
100,1,Client_1,Meta Ads,2024-02-16,1d_click,816.22,136699,1700,49,5.97,1.24,2.88,0.48,16.66,4612.29,5.65
100,1,Client_1,Meta Ads,2024-02-16,1d_view,816.22,136699,510,24,5.97,0.37,4.71,1.6,34.01,3940.21,4.83
100,1,Client_1,Meta Ads,2024-02-16,28d_click,816.22,136699,1700,87,5.97,1.24,5.12,0.48,9.38,5025.81,6.16
100,1,Client_1,Meta Ads,2024-02-16,7d_click,816.22,136699,1700,66,5.97,1.24,3.88,0.48,12.37,7743.37,9.49
100,1,Client_1,Meta Ads,2024-02-16,7d_view,816.22,136699,510,42,5.97,0.37,8.24,1.6,19.43,7858.08,9.63
117,15,Client_15,Meta Ads,2024-02-16,1d_click,902.24,63255,746,18,14.26,1.18,2.41,1.21,50.12,3513.78,3.89
117,15,Client_15,Meta Ads,2024-02-16,1d_view,902.24,63255,223,10,14.26,0.35,4.48,4.05,90.22,1337.47,1.48
117,15,Client_15,Meta Ads,2024-02-16,28d_click,902.24,63255,746,27,14.26,1.18,3.62,1.21,33.42,2270.75,2.52
117,15,Client_15,Meta Ads,2024-02-16,7d_click,902.24,63255,746,23,14.26,1.18,3.08,1.21,39.23,3474.23,3.85
117,15,Client_15,Meta Ads,2024-02-16,7d_view,902.24,63255,223,13,14.26,0.35,5.83,4.05,69.4,2157.56,2.39
29,1,Client_1,Meta Ads,2024-02-17,1d_click,743.55,51886,1224,28,14.33,2.36,2.29,0.61,26.56,5094.48,6.85
29,1,Client_1,Meta Ads,2024-02-17,1d_view,743.55,51886,367,9,14.33,0.71,2.45,2.03,82.62,1638.18,2.2
29,1,Client_1,Meta Ads,2024-02-17,28d_click,743.55,51886,1224,49,14.33,2.36,4.0,0.61,15.17,8075.95,10.86
29,1,Client_1,Meta Ads,2024-02-17,7d_click,743.55,51886,1224,35,14.33,2.36,2.86,0.61,21.24,5567.17,7.49
29,1,Client_1,Meta Ads,2024-02-17,7d_view,743.55,51886,367,17,14.33,0.71,4.63,2.03,43.74,1905.8,2.56
42,1,Client_1,Meta Ads,2024-02-17,1d_click,715.98,55261,1262,45,12.96,2.28,3.57,0.57,15.91,5427.0,7.58
42,1,Client_1,Meta Ads,2024-02-17,1d_view,715.98,55261,378,16,12.96,0.68,4.23,1.89,44.75,2020.67,2.82
42,1,Client_1,Meta Ads,2024-02-17,28d_click,715.98,55261,1262,78,12.96,2.28,6.18,0.57,9.18,4659.01,6.51
42,1,Client_1,Meta Ads,2024-02-17,7d_click,715.98,55261,1262,62,12.96,2.28,4.91,0.57,11.55,9270.57,12.95
42,1,Client_1,Meta Ads,2024-02-17,7d_view,715.98,55261,378,23,12.96,0.68,6.08,1.89,31.13,3742.01,5.23
49,1,Client_1,Meta Ads,2024-02-17,1d_click,715.64,57492,667,17,12.45,1.16,2.55,1.07,42.1,1777.13,2.48
49,1,Client_1,Meta Ads,2024-02-17,1d_view,715.64,57492,200,6,12.45,0.35,3.0,3.58,119.27,312.3,0.44
49,1,Client_1,Meta Ads,2024-02-17,28d_click,715.64,57492,667,22,12.45,1.16,3.3,1.07,32.53,1419.73,1.98
49,1,Client_1,Meta Ads,2024-02-17,7d_click,715.64,57492,667,23,12.45,1.16,3.45,1.07,31.11,2200.03,3.07
49,1,Client_1,Meta Ads,2024-02-17,7d_view,715.64,57492,200,14,12.45,0.35,7.0,3.58,51.12,1858.71,2.6
52,1,Client_1,Meta Ads,2024-02-17,1d_click,715.52,122739,1281,19,5.83,1.04,1.48,0.56,37.66,1299.65,1.82
52,1,Client_1,Meta Ads,2024-02-17,1d_view,715.52,122739,384,6,5.83,0.31,1.56,1.86,119.25,462.56,0.65
52,1,Client_1,Meta Ads,2024-02-17,28d_click,715.52,122739,1281,32,5.83,1.04,2.5,0.56,22.36,2857.57,3.99
52,1,Client_1,Meta Ads,2024-02-17,7d_click,715.52,122739,1281,26,5.83,1.04,2.03,0.56,27.52,1853.16,2.59
52,1,Client_1,Meta Ads,2024-02-17,7d_view,715.52,122739,384,16,5.83,0.31,4.17,1.86,44.72,985.72,1.38
74,1,Client_1,Meta Ads,2024-02-17,1d_click,933.6,72124,1734,67,12.94,2.4,3.86,0.54,13.93,11184.35,11.98
74,1,Client_1,Meta Ads,2024-02-17,1d_view,933.6,72124,520,22,12.94,0.72,4.23,1.8,42.44,3304.39,3.54
74,1,Client_1,Meta Ads,2024-02-17,28d_click,933.6,72124,1734,102,12.94,2.4,5.88,0.54,9.15,271483.31,290.79
74,1,Client_1,Meta Ads,2024-02-17,7d_click,933.6,72124,1734,75,12.94,2.4,4.33,0.54,12.45,8984.59,9.62
74,1,Client_1,Meta Ads,2024-02-17,7d_view,933.6,72124,520,54,12.94,0.72,10.38,1.8,17.29,4954.23,5.31
75,1,Client_1,Meta Ads,2024-02-17,1d_click,930.91,101215,1396,37,9.2,1.38,2.65,0.67,25.16,5712.95,6.14
75,1,Client_1,Meta Ads,2024-02-17,1d_view,930.91,101215,418,19,9.2,0.41,4.55,2.23,49.0,2095.57,2.25
75,1,Client_1,Meta Ads,2024-02-17,28d_click,930.91,101215,1396,61,9.2,1.38,4.37,0.67,15.26,4875.12,5.24
75,1,Client_1,Meta Ads,2024-02-17,7d_click,930.91,101215,1396,42,9.2,1.38,3.01,0.67,22.16,3813.23,4.1
75,1,Client_1,Meta Ads,2024-02-17,7d_view,930.91,101215,418,24,9.2,0.41,5.74,2.23,38.79,4230.88,4.54
94,1,Client_1,Meta Ads,2024-02-17,1d_click,858.7,94814,1361,44,9.06,1.44,3.23,0.63,19.52,5920.52,6.89
94,1,Client_1,Meta Ads,2024-02-17,1d_view,858.7,94814,408,22,9.06,0.43,5.39,2.1,39.03,2596.65,3.02
94,1,Client_1,Meta Ads,2024-02-17,28d_click,858.7,94814,1361,67,9.06,1.44,4.92,0.63,12.82,6674.79,7.77
94,1,Client_1,Meta Ads,2024-02-17,7d_click,858.7,94814,1361,53,9.06,1.44,3.89,0.63,16.2,4785.08,5.57
94,1,Client_1,Meta Ads,2024-02-17,7d_view,858.7,94814,408,38,9.06,0.43,9.31,2.1,22.6,5244.91,6.11
100,1,Client_1,Meta Ads,2024-02-17,1d_click,973.68,84401,1436,27,11.54,1.7,1.88,0.68,36.06,2176.38,2.24
100,1,Client_1,Meta Ads,2024-02-17,1d_view,973.68,84401,430,8,11.54,0.51,1.86,2.26,121.71,457.13,0.47
100,1,Client_1,Meta Ads,2024-02-17,28d_click,973.68,84401,1436,45,11.54,1.7,3.13,0.68,21.64,6893.54,7.08
100,1,Client_1,Meta Ads,2024-02-17,7d_click,973.68,84401,1436,36,11.54,1.7,2.51,0.68,27.05,3810.75,3.91
100,1,Client_1,Meta Ads,2024-02-17,7d_view,973.68,84401,430,20,11.54,0.51,4.65,2.26,48.68,1814.15,1.86
117,15,Client_15,Meta Ads,2024-02-17,1d_click,900.29,150714,3316,101,5.97,2.2,3.05,0.27,8.91,17503.59,19.44
117,15,Client_15,Meta Ads,2024-02-17,1d_view,900.29,150714,994,58,5.97,0.66,5.84,0.91,15.52,5674.75,6.3
117,15,Client_15,Meta Ads,2024-02-17,28d_click,900.29,150714,3316,153,5.97,2.2,4.61,0.27,5.88,20862.52,23.17
117,15,Client_15,Meta Ads,2024-02-17,7d_click,900.29,150714,3316,138,5.97,2.2,4.16,0.27,6.52,15231.7,16.92
117,15,Client_15,Meta Ads,2024-02-17,7d_view,900.29,150714,994,87,5.97,0.66,8.75,0.91,10.35,8681.73,9.64
29,1,Client_1,Meta Ads,2024-02-18,1d_click,823.38,87314,2084,77,9.43,2.39,3.69,0.4,10.69,5983.82,7.27
29,1,Client_1,Meta Ads,2024-02-18,1d_view,823.38,87314,625,41,9.43,0.72,6.56,1.32,20.08,3691.21,4.48
29,1,Client_1,Meta Ads,2024-02-18,28d_click,823.38,87314,2084,110,9.43,2.39,5.28,0.4,7.49,15597.7,18.94
29,1,Client_1,Meta Ads,2024-02-18,7d_click,823.38,87314,2084,106,9.43,2.39,5.09,0.4,7.77,17422.91,21.16
29,1,Client_1,Meta Ads,2024-02-18,7d_view,823.38,87314,625,41,9.43,0.72,6.56,1.32,20.08,5537.32,6.73
42,1,Client_1,Meta Ads,2024-02-18,1d_click,893.52,88541,1458,38,10.09,1.65,2.61,0.61,23.51,4720.31,5.28
42,1,Client_1,Meta Ads,2024-02-18,1d_view,893.52,88541,437,19,10.09,0.49,4.35,2.04,47.03,3575.38,4.0
42,1,Client_1,Meta Ads,2024-02-18,28d_click,893.52,88541,1458,56,10.09,1.65,3.84,0.61,15.96,6167.95,6.9
42,1,Client_1,Meta Ads,2024-02-18,7d_click,893.52,88541,1458,45,10.09,1.65,3.09,0.61,19.86,4061.26,4.55
42,1,Client_1,Meta Ads,2024-02-18,7d_view,893.52,88541,437,29,10.09,0.49,6.64,2.04,30.81,3990.32,4.47
49,1,Client_1,Meta Ads,2024-02-18,1d_click,958.59,115324,2375,57,8.31,2.06,2.4,0.4,16.82,4645.78,4.85
49,1,Client_1,Meta Ads,2024-02-18,1d_view,958.59,115324,712,23,8.31,0.62,3.23,1.35,41.68,1600.17,1.67
49,1,Client_1,Meta Ads,2024-02-18,28d_click,958.59,115324,2375,89,8.31,2.06,3.75,0.4,10.77,16294.04,17.0
49,1,Client_1,Meta Ads,2024-02-18,7d_click,958.59,115324,2375,76,8.31,2.06,3.2,0.4,12.61,8178.16,8.53
49,1,Client_1,Meta Ads,2024-02-18,7d_view,958.59,115324,712,43,8.31,0.62,6.04,1.35,22.29,6939.69,7.24
52,1,Client_1,Meta Ads,2024-02-18,1d_click,953.39,67485,778,13,14.13,1.15,1.67,1.23,73.34,385360.15,404.2
52,1,Client_1,Meta Ads,2024-02-18,1d_view,953.39,67485,233,5,14.13,0.35,2.15,4.09,190.68,725.16,0.76
52,1,Client_1,Meta Ads,2024-02-18,28d_click,953.39,67485,778,19,14.13,1.15,2.44,1.23,50.18,3485.68,3.66
52,1,Client_1,Meta Ads,2024-02-18,7d_click,953.39,67485,778,17,14.13,1.15,2.19,1.23,56.08,1920.76,2.01
52,1,Client_1,Meta Ads,2024-02-18,7d_view,953.39,67485,233,9,14.13,0.35,3.86,4.09,105.93,1058.69,1.11
74,1,Client_1,Meta Ads,2024-02-18,1d_click,724.98,56243,787,19,12.89,1.4,2.41,0.92,38.16,2717.97,3.75
74,1,Client_1,Meta Ads,2024-02-18,1d_view,724.98,56243,236,9,12.89,0.42,3.81,3.07,80.55,1789.37,2.47
74,1,Client_1,Meta Ads,2024-02-18,28d_click,724.98,56243,787,33,12.89,1.4,4.19,0.92,21.97,5444.1,7.51
74,1,Client_1,Meta Ads,2024-02-18,7d_click,724.98,56243,787,21,12.89,1.4,2.67,0.92,34.52,4103.68,5.66
74,1,Client_1,Meta Ads,2024-02-18,7d_view,724.98,56243,236,16,12.89,0.42,6.78,3.07,45.31,1189.5,1.64
75,1,Client_1,Meta Ads,2024-02-18,1d_click,880.47,82749,797,21,10.64,0.96,2.63,1.1,41.93,2534.86,2.88
75,1,Client_1,Meta Ads,2024-02-18,1d_view,880.47,82749,239,6,10.64,0.29,2.51,3.68,146.75,504.82,0.57
75,1,Client_1,Meta Ads,2024-02-18,28d_click,880.47,82749,797,29,10.64,0.96,3.64,1.1,30.36,2900.42,3.29
75,1,Client_1,Meta Ads,2024-02-18,7d_click,880.47,82749,797,24,10.64,0.96,3.01,1.1,36.69,2068.2,2.35
75,1,Client_1,Meta Ads,2024-02-18,7d_view,880.47,82749,239,13,10.64,0.29,5.44,3.68,67.73,2517.13,2.86
94,1,Client_1,Meta Ads,2024-02-18,1d_click,968.47,74642,937,32,12.97,1.26,3.42,1.03,30.26,2751.66,2.84
94,1,Client_1,Meta Ads,2024-02-18,1d_view,968.47,74642,281,18,12.97,0.38,6.41,3.45,53.8,3214.57,3.32
94,1,Client_1,Meta Ads,2024-02-18,28d_click,968.47,74642,937,51,12.97,1.26,5.44,1.03,18.99,6162.24,6.36
94,1,Client_1,Meta Ads,2024-02-18,7d_click,968.47,74642,937,43,12.97,1.26,4.59,1.03,22.52,4541.14,4.69
94,1,Client_1,Meta Ads,2024-02-18,7d_view,968.47,74642,281,20,12.97,0.38,7.12,3.45,48.42,2179.08,2.25
100,1,Client_1,Meta Ads,2024-02-18,1d_click,788.69,54403,668,20,14.5,1.23,2.99,1.18,39.43,2265.82,2.87
100,1,Client_1,Meta Ads,2024-02-18,1d_view,788.69,54403,200,7,14.5,0.37,3.5,3.94,112.67,1312.37,1.66
100,1,Client_1,Meta Ads,2024-02-18,28d_click,788.69,54403,668,29,14.5,1.23,4.34,1.18,27.2,242424.19,307.38
